Mod:Item:MetaData, Localized Name
gregtech:gt.meta.toolHeadBuilderwand:9717, oredict.toolHeadBuilderwandLicorice.name
gregtech:gt.meta.toolHeadBuilderwand:15000, oredict.toolHeadBuilderwandTitaniumNiobiumCarbide.name
gregtech:gt.meta.toolHeadRawShovel:40, oredict.toolHeadRawShovelBeryllium.name
gregtech:gt.meta.toolHeadRawShovel:130, oredict.toolHeadRawShovelAluminium.name
gregtech:gt.meta.toolHeadRawShovel:220, oredict.toolHeadRawShovelTitanium.name
gregtech:gt.meta.toolHeadRawShovel:240, oredict.toolHeadRawShovelChromium.name
gregtech:gt.meta.toolHeadRawShovel:250, oredict.toolHeadRawShovelManganese.name
gregtech:gt.meta.toolHeadRawShovel:260, oredict.toolHeadRawShovelIron.name
gregtech:gt.meta.toolHeadRawShovel:270, oredict.toolHeadRawShovelCobalt.name
gregtech:gt.meta.toolHeadRawShovel:278, oredict.toolHeadRawShovelCobalt60.name
gregtech:gt.meta.toolHeadRawShovel:280, oredict.toolHeadRawShovelNickel.name
gregtech:gt.meta.toolHeadRawShovel:290, oredict.toolHeadRawShovelCopper.name
gregtech:gt.meta.toolHeadRawShovel:400, oredict.toolHeadRawShovelZirconium.name
gregtech:gt.meta.toolHeadRawShovel:420, oredict.toolHeadRawShovelMolybdenum.name
gregtech:gt.meta.toolHeadRawShovel:430, oredict.toolHeadRawShovelTechnetium.name
gregtech:gt.meta.toolHeadRawShovel:460, oredict.toolHeadRawShovelPalladium.name
gregtech:gt.meta.toolHeadRawShovel:470, oredict.toolHeadRawShovelSilver.name
gregtech:gt.meta.toolHeadRawShovel:600, oredict.toolHeadRawShovelNeodymium.name
gregtech:gt.meta.toolHeadRawShovel:740, oredict.toolHeadRawShovelTungsten.name
gregtech:gt.meta.toolHeadRawShovel:760, oredict.toolHeadRawShovelOsmiumElemental.name
gregtech:gt.meta.toolHeadRawShovel:770, oredict.toolHeadRawShovelIridium.name
gregtech:gt.meta.toolHeadRawShovel:780, oredict.toolHeadRawShovelPlatinum.name
gregtech:gt.meta.toolHeadRawShovel:790, oredict.toolHeadRawShovelGold.name
gregtech:gt.meta.toolHeadRawShovel:820, oredict.toolHeadRawShovelLead.name
gregtech:gt.meta.toolHeadRawShovel:830, oredict.toolHeadRawShovelBismuth.name
gregtech:gt.meta.toolHeadRawShovel:900, oredict.toolHeadRawShovelThorium.name
gregtech:gt.meta.toolHeadRawShovel:920, oredict.toolHeadRawShovelUranium.name
gregtech:gt.meta.toolHeadRawShovel:921, oredict.toolHeadRawShovelUranium235.name
gregtech:gt.meta.toolHeadRawShovel:922, oredict.toolHeadRawShovelUranium233.name
gregtech:gt.meta.toolHeadRawShovel:940, oredict.toolHeadRawShovelPlutonium.name
gregtech:gt.meta.toolHeadRawShovel:942, oredict.toolHeadRawShovelPlutonium240.name
gregtech:gt.meta.toolHeadRawShovel:943, oredict.toolHeadRawShovelPlutonium241.name
gregtech:gt.meta.toolHeadRawShovel:945, oredict.toolHeadRawShovelPlutonium243.name
gregtech:gt.meta.toolHeadRawShovel:946, oredict.toolHeadRawShovelPlutonium238.name
gregtech:gt.meta.toolHeadRawShovel:947, oredict.toolHeadRawShovelPlutonium239.name
gregtech:gt.meta.toolHeadRawShovel:950, oredict.toolHeadRawShovelAmericium.name
gregtech:gt.meta.toolHeadRawShovel:951, oredict.toolHeadRawShovelAmericium241.name
gregtech:gt.meta.toolHeadRawShovel:1260, oredict.toolHeadRawShovelTrinium.name
gregtech:gt.meta.toolHeadRawShovel:1520, oredict.toolHeadRawShovelVibranium.name
gregtech:gt.meta.toolHeadRawShovel:1740, oredict.toolHeadRawShovelNaquadah.name
gregtech:gt.meta.toolHeadRawShovel:1741, oredict.toolHeadRawShovelNaquadahEnriched.name
gregtech:gt.meta.toolHeadRawShovel:1742, oredict.toolHeadRawShovelNaquadria.name
gregtech:gt.meta.toolHeadRawShovel:2210, oredict.toolHeadRawShovelAtlarus.name
gregtech:gt.meta.toolHeadRawShovel:3800, oredict.toolHeadRawShovelNeutronium.name
gregtech:gt.meta.toolHeadRawShovel:8001, oredict.toolHeadRawShovelGlass.name
gregtech:gt.meta.toolHeadRawShovel:8002, oredict.toolHeadRawShovelFlint.name
gregtech:gt.meta.toolHeadRawShovel:8003, oredict.toolHeadRawShovelCarborundum.name
gregtech:gt.meta.toolHeadRawShovel:8210, oredict.toolHeadRawShovelBlizz.name
gregtech:gt.meta.toolHeadRawShovel:8211, oredict.toolHeadRawShovelBlaze.name
gregtech:gt.meta.toolHeadRawShovel:8214, oredict.toolHeadRawShovelObsidian.name
gregtech:gt.meta.toolHeadRawShovel:8217, oredict.toolHeadRawShovelRubber.name
gregtech:gt.meta.toolHeadRawShovel:8218, oredict.toolHeadRawShovelPlastic.name
gregtech:gt.meta.toolHeadRawShovel:8219, oredict.toolHeadRawShovelBone.name
gregtech:gt.meta.toolHeadRawShovel:8221, oredict.toolHeadRawShovelWood.name
gregtech:gt.meta.toolHeadRawShovel:8222, oredict.toolHeadRawShovelWoodTreated.name
gregtech:gt.meta.toolHeadRawShovel:8224, oredict.toolHeadRawShovelWoodRubber.name
gregtech:gt.meta.toolHeadRawShovel:8227, oredict.toolHeadRawShovelPeanutWood.name
gregtech:gt.meta.toolHeadRawShovel:8247, oredict.toolHeadRawShovelBasalz.name
gregtech:gt.meta.toolHeadRawShovel:8248, oredict.toolHeadRawShovelBlitz.name
gregtech:gt.meta.toolHeadRawShovel:8267, oredict.toolHeadRawShovelWoodPolished.name
gregtech:gt.meta.toolHeadRawShovel:8277, oredict.toolHeadRawShovelPetrifiedWood.name
gregtech:gt.meta.toolHeadRawShovel:8296, oredict.toolHeadRawShovelGreatwood.name
gregtech:gt.meta.toolHeadRawShovel:8297, oredict.toolHeadRawShovelSilverwood.name
gregtech:gt.meta.toolHeadRawShovel:8300, oredict.toolHeadRawShovelDiamond.name
gregtech:gt.meta.toolHeadRawShovel:8301, oredict.toolHeadRawShovelEmerald.name
gregtech:gt.meta.toolHeadRawShovel:8302, oredict.toolHeadRawShovelRuby.name
gregtech:gt.meta.toolHeadRawShovel:8303, oredict.toolHeadRawShovelBalasRuby.name
gregtech:gt.meta.toolHeadRawShovel:8304, oredict.toolHeadRawShovelSapphire.name
gregtech:gt.meta.toolHeadRawShovel:8305, oredict.toolHeadRawShovelGreenSapphire.name
gregtech:gt.meta.toolHeadRawShovel:8306, oredict.toolHeadRawShovelTopaz.name
gregtech:gt.meta.toolHeadRawShovel:8307, oredict.toolHeadRawShovelBlueTopaz.name
gregtech:gt.meta.toolHeadRawShovel:8308, oredict.toolHeadRawShovelTanzanite.name
gregtech:gt.meta.toolHeadRawShovel:8309, oredict.toolHeadRawShovelRedJasper.name
gregtech:gt.meta.toolHeadRawShovel:8310, oredict.toolHeadRawShovelAmber.name
gregtech:gt.meta.toolHeadRawShovel:8311, oredict.toolHeadRawShovelOlivine.name
gregtech:gt.meta.toolHeadRawShovel:8312, oredict.toolHeadRawShovelOpal.name
gregtech:gt.meta.toolHeadRawShovel:8313, oredict.toolHeadRawShovelAmethyst.name
gregtech:gt.meta.toolHeadRawShovel:8314, oredict.toolHeadRawShovelOrangeSapphire.name
gregtech:gt.meta.toolHeadRawShovel:8315, oredict.toolHeadRawShovelYellowSapphire.name
gregtech:gt.meta.toolHeadRawShovel:8318, oredict.toolHeadRawShovelEnderPearl.name
gregtech:gt.meta.toolHeadRawShovel:8319, oredict.toolHeadRawShovelEnderEye.name
gregtech:gt.meta.toolHeadRawShovel:8320, oredict.toolHeadRawShovelNetherStar.name
gregtech:gt.meta.toolHeadRawShovel:8321, oredict.toolHeadRawShovelJade.name
gregtech:gt.meta.toolHeadRawShovel:8322, oredict.toolHeadRawShovelCraponite.name
gregtech:gt.meta.toolHeadRawShovel:8323, oredict.toolHeadRawShovelAquamarine.name
gregtech:gt.meta.toolHeadRawShovel:8324, oredict.toolHeadRawShovelMorganite.name
gregtech:gt.meta.toolHeadRawShovel:8325, oredict.toolHeadRawShovelDioptase.name
gregtech:gt.meta.toolHeadRawShovel:8326, oredict.toolHeadRawShovelSpinel.name
gregtech:gt.meta.toolHeadRawShovel:8328, oredict.toolHeadRawShovelBlueSapphire.name
gregtech:gt.meta.toolHeadRawShovel:8346, oredict.toolHeadRawShovelNetherQuartz.name
gregtech:gt.meta.toolHeadRawShovel:8347, oredict.toolHeadRawShovelCertusQuartz.name
gregtech:gt.meta.toolHeadRawShovel:8348, oredict.toolHeadRawShovelChargedCertusQuartz.name
gregtech:gt.meta.toolHeadRawShovel:8350, oredict.toolHeadRawShovelInfusedDull.name
gregtech:gt.meta.toolHeadRawShovel:8351, oredict.toolHeadRawShovelInfusedVis.name
gregtech:gt.meta.toolHeadRawShovel:8352, oredict.toolHeadRawShovelInfusedAir.name
gregtech:gt.meta.toolHeadRawShovel:8353, oredict.toolHeadRawShovelInfusedFire.name
gregtech:gt.meta.toolHeadRawShovel:8354, oredict.toolHeadRawShovelInfusedEarth.name
gregtech:gt.meta.toolHeadRawShovel:8355, oredict.toolHeadRawShovelInfusedWater.name
gregtech:gt.meta.toolHeadRawShovel:8356, oredict.toolHeadRawShovelInfusedEntropy.name
gregtech:gt.meta.toolHeadRawShovel:8357, oredict.toolHeadRawShovelInfusedOrder.name
gregtech:gt.meta.toolHeadRawShovel:8358, oredict.toolHeadRawShovelInfusedBalance.name
gregtech:gt.meta.toolHeadRawShovel:8381, oredict.toolHeadRawShovelDarkMatter.name
gregtech:gt.meta.toolHeadRawShovel:8382, oredict.toolHeadRawShovelRedMatter.name
gregtech:gt.meta.toolHeadRawShovel:8383, oredict.toolHeadRawShovelPurpleSapphire.name
gregtech:gt.meta.toolHeadRawShovel:8384, oredict.toolHeadRawShovelHeliodor.name
gregtech:gt.meta.toolHeadRawShovel:8385, oredict.toolHeadRawShovelGoshenite.name
gregtech:gt.meta.toolHeadRawShovel:8386, oredict.toolHeadRawShovelBixbite.name
gregtech:gt.meta.toolHeadRawShovel:8387, oredict.toolHeadRawShovelMaxixe.name
gregtech:gt.meta.toolHeadRawShovel:8388, oredict.toolHeadRawShovelAlexandrite.name
gregtech:gt.meta.toolHeadRawShovel:8415, oredict.toolHeadRawShovelOnyxRed.name
gregtech:gt.meta.toolHeadRawShovel:8416, oredict.toolHeadRawShovelOnyxBlack.name
gregtech:gt.meta.toolHeadRawShovel:8417, oredict.toolHeadRawShovelAmazonite.name
gregtech:gt.meta.toolHeadRawShovel:8418, oredict.toolHeadRawShovelBamboo.name
gregtech:gt.meta.toolHeadRawShovel:8419, oredict.toolHeadRawShovelZircon.name
gregtech:gt.meta.toolHeadRawShovel:8423, oredict.toolHeadRawShovelDiamondIndustrial.name
gregtech:gt.meta.toolHeadRawShovel:8424, oredict.toolHeadRawShovelPinkDiamond.name
gregtech:gt.meta.toolHeadRawShovel:8425, oredict.toolHeadRawShovelOceanJasper.name
gregtech:gt.meta.toolHeadRawShovel:8426, oredict.toolHeadRawShovelRainforestJasper.name
gregtech:gt.meta.toolHeadRawShovel:8427, oredict.toolHeadRawShovelBlueJasper.name
gregtech:gt.meta.toolHeadRawShovel:8428, oredict.toolHeadRawShovelGreenJasper.name
gregtech:gt.meta.toolHeadRawShovel:8429, oredict.toolHeadRawShovelYellowJasper.name
gregtech:gt.meta.toolHeadRawShovel:8430, oredict.toolHeadRawShovelTigerEye.name
gregtech:gt.meta.toolHeadRawShovel:8431, oredict.toolHeadRawShovelCatsEye.name
gregtech:gt.meta.toolHeadRawShovel:8432, oredict.toolHeadRawShovelDragonEye.name
gregtech:gt.meta.toolHeadRawShovel:8433, oredict.toolHeadRawShovelHawksEye.name
gregtech:gt.meta.toolHeadRawShovel:8434, oredict.toolHeadRawShovelBlackEye.name
gregtech:gt.meta.toolHeadRawShovel:8435, oredict.toolHeadRawShovelTigerIron.name
gregtech:gt.meta.toolHeadRawShovel:8445, oredict.toolHeadRawShovelMilkyQuartz.name
gregtech:gt.meta.toolHeadRawShovel:8446, oredict.toolHeadRawShovelBrownAventurine.name
gregtech:gt.meta.toolHeadRawShovel:8447, oredict.toolHeadRawShovelYellowAventurine.name
gregtech:gt.meta.toolHeadRawShovel:8448, oredict.toolHeadRawShovelGreenAventurine.name
gregtech:gt.meta.toolHeadRawShovel:8449, oredict.toolHeadRawShovelBlackAventurine.name
gregtech:gt.meta.toolHeadRawShovel:8450, oredict.toolHeadRawShovelBlueAventurine.name
gregtech:gt.meta.toolHeadRawShovel:8451, oredict.toolHeadRawShovelRedAventurine.name
gregtech:gt.meta.toolHeadRawShovel:8457, oredict.toolHeadRawShovelVoidQuartz.name
gregtech:gt.meta.toolHeadRawShovel:8500, oredict.toolHeadRawShovelStone.name
gregtech:gt.meta.toolHeadRawShovel:8501, oredict.toolHeadRawShovelConcrete.name
gregtech:gt.meta.toolHeadRawShovel:8502, oredict.toolHeadRawShovelNetherrack.name
gregtech:gt.meta.toolHeadRawShovel:8503, oredict.toolHeadRawShovelNetherBrick.name
gregtech:gt.meta.toolHeadRawShovel:8504, oredict.toolHeadRawShovelEndstone.name
gregtech:gt.meta.toolHeadRawShovel:8505, oredict.toolHeadRawShovelBasalt.name
gregtech:gt.meta.toolHeadRawShovel:8506, oredict.toolHeadRawShovelMarble.name
gregtech:gt.meta.toolHeadRawShovel:8507, oredict.toolHeadRawShovelGraniteRed.name
gregtech:gt.meta.toolHeadRawShovel:8508, oredict.toolHeadRawShovelGraniteBlack.name
gregtech:gt.meta.toolHeadRawShovel:8509, oredict.toolHeadRawShovelRedrock.name
gregtech:gt.meta.toolHeadRawShovel:8511, oredict.toolHeadRawShovelDiorite.name
gregtech:gt.meta.toolHeadRawShovel:8517, oredict.toolHeadRawShovelUmber.name
gregtech:gt.meta.toolHeadRawShovel:8518, oredict.toolHeadRawShovelGranite.name
gregtech:gt.meta.toolHeadRawShovel:8523, oredict.toolHeadRawShovelDeadrock.name
gregtech:gt.meta.toolHeadRawShovel:8599, oredict.toolHeadRawShovelBedrock.name
gregtech:gt.meta.toolHeadRawShovel:8600, oredict.toolHeadRawShovelElectrum.name
gregtech:gt.meta.toolHeadRawShovel:8601, oredict.toolHeadRawShovelSterlingSilver.name
gregtech:gt.meta.toolHeadRawShovel:8602, oredict.toolHeadRawShovelRoseGold.name
gregtech:gt.meta.toolHeadRawShovel:8603, oredict.toolHeadRawShovelAngmallen.name
gregtech:gt.meta.toolHeadRawShovel:8606, oredict.toolHeadRawShovelGildedIron.name
gregtech:gt.meta.toolHeadRawShovel:8610, oredict.toolHeadRawShovelBronze.name
gregtech:gt.meta.toolHeadRawShovel:8611, oredict.toolHeadRawShovelBlackBronze.name
gregtech:gt.meta.toolHeadRawShovel:8612, oredict.toolHeadRawShovelBismuthBronze.name
gregtech:gt.meta.toolHeadRawShovel:8613, oredict.toolHeadRawShovelHepatizon.name
gregtech:gt.meta.toolHeadRawShovel:8620, oredict.toolHeadRawShovelBrass.name
gregtech:gt.meta.toolHeadRawShovel:8621, oredict.toolHeadRawShovelCobaltBrass.name
gregtech:gt.meta.toolHeadRawShovel:8622, oredict.toolHeadRawShovelAluminiumAlloy.name
gregtech:gt.meta.toolHeadRawShovel:8630, oredict.toolHeadRawShovelSteel.name
gregtech:gt.meta.toolHeadRawShovel:8631, oredict.toolHeadRawShovelBlackSteel.name
gregtech:gt.meta.toolHeadRawShovel:8632, oredict.toolHeadRawShovelBlueSteel.name
gregtech:gt.meta.toolHeadRawShovel:8633, oredict.toolHeadRawShovelRedSteel.name
gregtech:gt.meta.toolHeadRawShovel:8634, oredict.toolHeadRawShovelDamascusSteel.name
gregtech:gt.meta.toolHeadRawShovel:8635, oredict.toolHeadRawShovelTungstensteel.name
gregtech:gt.meta.toolHeadRawShovel:8636, oredict.toolHeadRawShovelStainlessSteel.name
gregtech:gt.meta.toolHeadRawShovel:8637, oredict.toolHeadRawShovelHSLASteel.name
gregtech:gt.meta.toolHeadRawShovel:8638, oredict.toolHeadRawShovelTungstenCarbide.name
gregtech:gt.meta.toolHeadRawShovel:8639, oredict.toolHeadRawShovelHSLASpringSteel.name
gregtech:gt.meta.toolHeadRawShovel:8640, oredict.toolHeadRawShovelAnnealedCopper.name
gregtech:gt.meta.toolHeadRawShovel:8642, oredict.toolHeadRawShovelPigIron.name
gregtech:gt.meta.toolHeadRawShovel:8643, oredict.toolHeadRawShovelWroughtIron.name
gregtech:gt.meta.toolHeadRawShovel:8644, oredict.toolHeadRawShovelIronCompressed.name
gregtech:gt.meta.toolHeadRawShovel:8645, oredict.toolHeadRawShovelIronMagnetic.name
gregtech:gt.meta.toolHeadRawShovel:8646, oredict.toolHeadRawShovelSteelMagnetic.name
gregtech:gt.meta.toolHeadRawShovel:8647, oredict.toolHeadRawShovelNeodymiumMagnetic.name
gregtech:gt.meta.toolHeadRawShovel:8648, oredict.toolHeadRawShovelDarkIron.name
gregtech:gt.meta.toolHeadRawShovel:8649, oredict.toolHeadRawShovelMeteoricIron.name
gregtech:gt.meta.toolHeadRawShovel:8650, oredict.toolHeadRawShovelMeteoricSteel.name
gregtech:gt.meta.toolHeadRawShovel:8651, oredict.toolHeadRawShovelSteelGalvanized.name
gregtech:gt.meta.toolHeadRawShovel:8652, oredict.toolHeadRawShovelTungstenSintered.name
gregtech:gt.meta.toolHeadRawShovel:8653, oredict.toolHeadRawShovelVanadiumSteel.name
gregtech:gt.meta.toolHeadRawShovel:8654, oredict.toolHeadRawShovelTitaniumGold.name
gregtech:gt.meta.toolHeadRawShovel:8661, oredict.toolHeadRawShovelInvar.name
gregtech:gt.meta.toolHeadRawShovel:8662, oredict.toolHeadRawShovelConstantan.name
gregtech:gt.meta.toolHeadRawShovel:8663, oredict.toolHeadRawShovelNichrome.name
gregtech:gt.meta.toolHeadRawShovel:8664, oredict.toolHeadRawShovelKanthal.name
gregtech:gt.meta.toolHeadRawShovel:8665, oredict.toolHeadRawShovelMagnalium.name
gregtech:gt.meta.toolHeadRawShovel:8666, oredict.toolHeadRawShovelUltimet.name
gregtech:gt.meta.toolHeadRawShovel:8667, oredict.toolHeadRawShovelTinAlloy.name
gregtech:gt.meta.toolHeadRawShovel:8672, oredict.toolHeadRawShovelIronWood.name
gregtech:gt.meta.toolHeadRawShovel:8673, oredict.toolHeadRawShovelSteeleaf.name
gregtech:gt.meta.toolHeadRawShovel:8676, oredict.toolHeadRawShovelAstralSilver.name
gregtech:gt.meta.toolHeadRawShovel:8677, oredict.toolHeadRawShovelMidasium.name
gregtech:gt.meta.toolHeadRawShovel:8678, oredict.toolHeadRawShovelMithril.name
gregtech:gt.meta.toolHeadRawShovel:8679, oredict.toolHeadRawShovelThaumium.name
gregtech:gt.meta.toolHeadRawShovel:8681, oredict.toolHeadRawShovelVoidMetal.name
gregtech:gt.meta.toolHeadRawShovel:8682, oredict.toolHeadRawShovelOsmiridium.name
gregtech:gt.meta.toolHeadRawShovel:8684, oredict.toolHeadRawShovelTrinaquadalloy.name
gregtech:gt.meta.toolHeadRawShovel:8685, oredict.toolHeadRawShovelChromiumDioxide.name
gregtech:gt.meta.toolHeadRawShovel:8700, oredict.toolHeadRawShovelAluminiumBrass.name
gregtech:gt.meta.toolHeadRawShovel:8701, oredict.toolHeadRawShovelAredrite.name
gregtech:gt.meta.toolHeadRawShovel:8702, oredict.toolHeadRawShovelAlumite.name
gregtech:gt.meta.toolHeadRawShovel:8703, oredict.toolHeadRawShovelManyullyn.name
gregtech:gt.meta.toolHeadRawShovel:8704, oredict.toolHeadRawShovelVibraniumSteel.name
gregtech:gt.meta.toolHeadRawShovel:8705, oredict.toolHeadRawShovelVibraniumSilver.name
gregtech:gt.meta.toolHeadRawShovel:8706, oredict.toolHeadRawShovelVibramantium.name
gregtech:gt.meta.toolHeadRawShovel:8707, oredict.toolHeadRawShovelArdite.name
gregtech:gt.meta.toolHeadRawShovel:8710, oredict.toolHeadRawShovelEnderium.name
gregtech:gt.meta.toolHeadRawShovel:8711, oredict.toolHeadRawShovelElectrumFlux.name
gregtech:gt.meta.toolHeadRawShovel:8713, oredict.toolHeadRawShovelGlowstoneRefined.name
gregtech:gt.meta.toolHeadRawShovel:8714, oredict.toolHeadRawShovelObsidianRefined.name
gregtech:gt.meta.toolHeadRawShovel:8718, oredict.toolHeadRawShovelBedrockHSLAAlloy.name
gregtech:gt.meta.toolHeadRawShovel:8719, oredict.toolHeadRawShovelOsmium.name
gregtech:gt.meta.toolHeadRawShovel:8725, oredict.toolHeadRawShovelPulsatingIron.name
gregtech:gt.meta.toolHeadRawShovel:8726, oredict.toolHeadRawShovelVibrantAlloy.name
gregtech:gt.meta.toolHeadRawShovel:8727, oredict.toolHeadRawShovelConductiveIron.name
gregtech:gt.meta.toolHeadRawShovel:8728, oredict.toolHeadRawShovelEnergeticAlloy.name
gregtech:gt.meta.toolHeadRawShovel:8730, oredict.toolHeadRawShovelElectricalSteel.name
gregtech:gt.meta.toolHeadRawShovel:8731, oredict.toolHeadRawShovelObsidianSteel.name
gregtech:gt.meta.toolHeadRawShovel:8732, oredict.toolHeadRawShovelSoularium.name
gregtech:gt.meta.toolHeadRawShovel:8734, oredict.toolHeadRawShovelSpectreIron.name
gregtech:gt.meta.toolHeadRawShovel:8736, oredict.toolHeadRawShovelEndium.name
gregtech:gt.meta.toolHeadRawShovel:8745, oredict.toolHeadRawShovelNetherite.name
gregtech:gt.meta.toolHeadRawShovel:8746, oredict.toolHeadRawShovelNetherizedDiamond.name
gregtech:gt.meta.toolHeadRawShovel:8747, oredict.toolHeadRawShovelEfrine.name
gregtech:gt.meta.toolHeadRawShovel:8751, oredict.toolHeadRawShovelDuranium.name
gregtech:gt.meta.toolHeadRawShovel:8752, oredict.toolHeadRawShovelTritanium.name
gregtech:gt.meta.toolHeadRawShovel:8756, oredict.toolHeadRawShovelDuralumin.name
gregtech:gt.meta.toolHeadRawShovel:8766, oredict.toolHeadRawShovelHSLATungstenAlloy.name
gregtech:gt.meta.toolHeadRawShovel:8782, oredict.toolHeadRawShovelTartarite.name
gregtech:gt.meta.toolHeadRawShovel:8784, oredict.toolHeadRawShovelAdamantine.name
gregtech:gt.meta.toolHeadRawShovel:8790, oredict.toolHeadRawShovelTrinitanium.name
gregtech:gt.meta.toolHeadRawShovel:8791, oredict.toolHeadRawShovelDraconium.name
gregtech:gt.meta.toolHeadRawShovel:8792, oredict.toolHeadRawShovelDraconiumAwakened.name
gregtech:gt.meta.toolHeadRawShovel:8793, oredict.toolHeadRawShovelTitaniumIridium.name
gregtech:gt.meta.toolHeadRawShovel:8794, oredict.toolHeadRawShovelTitaniumAluminide.name
gregtech:gt.meta.toolHeadRawShovel:8796, oredict.toolHeadRawShovelHSSG.name
gregtech:gt.meta.toolHeadRawShovel:8797, oredict.toolHeadRawShovelHSSE.name
gregtech:gt.meta.toolHeadRawShovel:8798, oredict.toolHeadRawShovelHSSS.name
gregtech:gt.meta.toolHeadRawShovel:8799, oredict.toolHeadRawShovelCrystalMatrix.name
gregtech:gt.meta.toolHeadRawShovel:8800, oredict.toolHeadRawShovelCosmicNeutronium.name
gregtech:gt.meta.toolHeadRawShovel:8801, oredict.toolHeadRawShovelInfinity.name
gregtech:gt.meta.toolHeadRawShovel:9000, oredict.toolHeadRawShovelPumice.name
gregtech:gt.meta.toolHeadRawShovel:9101, oredict.toolHeadRawShovelAlmandine.name
gregtech:gt.meta.toolHeadRawShovel:9102, oredict.toolHeadRawShovelAndradite.name
gregtech:gt.meta.toolHeadRawShovel:9119, oredict.toolHeadRawShovelGrossular.name
gregtech:gt.meta.toolHeadRawShovel:9127, oredict.toolHeadRawShovelPyrope.name
gregtech:gt.meta.toolHeadRawShovel:9129, oredict.toolHeadRawShovelSpessartine.name
gregtech:gt.meta.toolHeadRawShovel:9135, oredict.toolHeadRawShovelUvarovite.name
gregtech:gt.meta.toolHeadRawShovel:9170, oredict.toolHeadRawShovelGneiss.name
gregtech:gt.meta.toolHeadRawShovel:9171, oredict.toolHeadRawShovelGreenschist.name
gregtech:gt.meta.toolHeadRawShovel:9173, oredict.toolHeadRawShovelGreywacke.name
gregtech:gt.meta.toolHeadRawShovel:9174, oredict.toolHeadRawShovelGraphite.name
gregtech:gt.meta.toolHeadRawShovel:9176, oredict.toolHeadRawShovelGabbro.name
gregtech:gt.meta.toolHeadRawShovel:9177, oredict.toolHeadRawShovelKomatiite.name
gregtech:gt.meta.toolHeadRawShovel:9178, oredict.toolHeadRawShovelSiltstone.name
gregtech:gt.meta.toolHeadRawShovel:9179, oredict.toolHeadRawShovelRhyolite.name
gregtech:gt.meta.toolHeadRawShovel:9180, oredict.toolHeadRawShovelQuartzite.name
gregtech:gt.meta.toolHeadRawShovel:9181, oredict.toolHeadRawShovelMigmatite.name
gregtech:gt.meta.toolHeadRawShovel:9184, oredict.toolHeadRawShovelBlueschist.name
gregtech:gt.meta.toolHeadRawShovel:9186, oredict.toolHeadRawShovelChert.name
gregtech:gt.meta.toolHeadRawShovel:9187, oredict.toolHeadRawShovelDacite.name
gregtech:gt.meta.toolHeadRawShovel:9188, oredict.toolHeadRawShovelAndesite.name
gregtech:gt.meta.toolHeadRawShovel:9189, oredict.toolHeadRawShovelLimestone.name
gregtech:gt.meta.toolHeadRawShovel:9190, oredict.toolHeadRawShovelShale.name
gregtech:gt.meta.toolHeadRawShovel:9191, oredict.toolHeadRawShovelEclogite.name
gregtech:gt.meta.toolHeadRawShovel:9218, oredict.toolHeadRawShovelKimberlite.name
gregtech:gt.meta.toolHeadRawShovel:9219, oredict.toolHeadRawShovelPrismarine.name
gregtech:gt.meta.toolHeadRawShovel:9220, oredict.toolHeadRawShovelPrismarineDark.name
gregtech:gt.meta.toolHeadRawShovel:9222, oredict.toolHeadRawShovelSlate.name
gregtech:gt.meta.toolHeadRawShovel:9223, oredict.toolHeadRawShovelBlackstone.name
gregtech:gt.meta.toolHeadRawShovel:9300, oredict.toolHeadRawShovelOak.name
gregtech:gt.meta.toolHeadRawShovel:9301, oredict.toolHeadRawShovelBirch.name
gregtech:gt.meta.toolHeadRawShovel:9302, oredict.toolHeadRawShovelSpruce.name
gregtech:gt.meta.toolHeadRawShovel:9303, oredict.toolHeadRawShovelJunglewood.name
gregtech:gt.meta.toolHeadRawShovel:9304, oredict.toolHeadRawShovelAcacia.name
gregtech:gt.meta.toolHeadRawShovel:9305, oredict.toolHeadRawShovelDarkOak.name
gregtech:gt.meta.toolHeadRawShovel:9306, oredict.toolHeadRawShovelCrimsonwood.name
gregtech:gt.meta.toolHeadRawShovel:9307, oredict.toolHeadRawShovelWarpedwood.name
gregtech:gt.meta.toolHeadRawShovel:9308, oredict.toolHeadRawShovelWoodCompressed.name
gregtech:gt.meta.toolHeadRawShovel:9309, oredict.toolHeadRawShovelWoodDead.name
gregtech:gt.meta.toolHeadRawShovel:9310, oredict.toolHeadRawShovelWoodRotten.name
gregtech:gt.meta.toolHeadRawShovel:9311, oredict.toolHeadRawShovelWoodMossy.name
gregtech:gt.meta.toolHeadRawShovel:9312, oredict.toolHeadRawShovelWoodFrozen.name
gregtech:gt.meta.toolHeadRawShovel:9313, oredict.toolHeadRawShovelMaple.name
gregtech:gt.meta.toolHeadRawShovel:9314, oredict.toolHeadRawShovelWillow.name
gregtech:gt.meta.toolHeadRawShovel:9315, oredict.toolHeadRawShovelBlueMahoe.name
gregtech:gt.meta.toolHeadRawShovel:9316, oredict.toolHeadRawShovelHazel.name
gregtech:gt.meta.toolHeadRawShovel:9317, oredict.toolHeadRawShovelCinnamonwood.name
gregtech:gt.meta.toolHeadRawShovel:9318, oredict.toolHeadRawShovelCoconutwood.name
gregtech:gt.meta.toolHeadRawShovel:9319, oredict.toolHeadRawShovelRainbowood.name
gregtech:gt.meta.toolHeadRawShovel:9320, oredict.toolHeadRawShovelTowerwood.name
